timestamp_id,timestamp_val,timestamp_diff
0x40000000,3216,3216
0x40000002,2700,-516
0x40000004,2183,-517
0x40000006,1684,-499
0x40000008,1684,0
0x4000000a,1683,-1
0x4000000c,3196,1513
0x4000000e,2681,-515
0x40000010,2164,-517
0x40000012,1684,-480
0x40000014,1684,0
0x40000016,1684,0
0x40000018,3175,1491
0x4000001a,2661,-514
0x4000001c,2144,-517
0x4000001e,1683,-461
0x40000020,1684,1
0x40000022,1683,-1
0x40000024,3156,1473
0x40000026,2640,-516
0x40000028,2124,-516
0x4000002a,1684,-440
0x4000002c,1683,-1
0x4000002e,1684,1
0x40000030,3136,1452
0x40000032,2620,-516
0x40000034,2105,-515
0x40000036,1684,-421
0x40000038,1684,0
0x4000003a,1682,-2
0x4000003c,3117,1435
0x4000003e,2600,-517
0x40000040,2084,-516
0x40000042,1684,-400
0x40000044,1684,0
0x40000046,1683,-1
0x40000048,3096,1413
0x4000004a,2581,-515
0x4000004c,2063,-518
0x4000004e,1684,-379
0x40000050,1684,0
0x40000052,1683,-1
0x40000054,3076,1393
0x40000056,2561,-515
0x40000058,2044,-517
0x4000005a,1684,-360
0x4000005c,1684,0
0x4000005e,1683,-1
0x40000060,3057,1374
0x40000062,2540,-517
0x40000064,2024,-516
0x40000066,1684,-340
0x40000068,1684,0
0x4000006a,1683,-1
0x4000006c,3037,1354
0x4000006e,2521,-516
0x40000070,2003,-518
0x40000072,1685,-318
0x40000074,1684,-1
0x40000076,1683,-1
0x40000078,3015,1332
0x4000007a,2501,-514
0x4000007c,1984,-517
0x4000007e,1684,-300
0x40000080,1684,0
0x40000082,1683,-1
0x40000084,2996,1313
0x40000086,2481,-515
0x40000088,1964,-517
0x4000008a,1683,-281
0x4000008c,1683,0
0x4000008e,1684,1
0x40000090,2976,1292
0x40000092,2460,-516
0x40000094,1944,-516
0x40000096,1683,-261
0x40000098,1683,0
0x4000009a,1684,1
0x4000009c,2956,1272
0x4000009e,2439,-517
0x400000a0,1924,-515
0x400000a2,1684,-240
0x400000a4,1683,-1
0x400000a6,1683,0
0x400000a8,2937,1254
0x400000aa,2420,-517
0x400000ac,1904,-516
0x400000ae,1683,-221
0x400000b0,1684,1
0x400000b2,1683,-1
0x400000b4,2916,1233
0x400000b6,2400,-516
0x400000b8,1885,-515
0x400000ba,1683,-202
0x400000bc,1684,1
0x400000be,1684,0
0x400000c0,2897,1213
0x400000c2,2379,-518
0x400000c4,1864,-515
0x400000c6,1684,-180
0x400000c8,1683,-1
0x400000ca,1684,1
0x400000cc,2877,1193
0x400000ce,2360,-517
