timestamp_id,timestamp_val,timestamp_diff
0x20000000,197,197
0x20000001,197,0
0x20000002,1739,1542
0x20000003,1739,0
0x20000004,3281,1542
0x20000005,3281,0
0x20000006,4822,1541
0x20000007,4822,0
0x20000008,4822,0
0x20000009,6364,1542
0x2000000a,6364,0
0x2000000b,7907,1543
0x2000000c,7907,0
0x2000000d,9449,1542
0x2000000e,9449,0
0x2000000f,9449,0
0x20000010,10990,1541
0x20000011,10990,0
0x20000012,12532,1542
0x20000013,12532,0
0x20000014,14074,1542
0x20000015,14075,1
0x20000016,14075,0
0x20000017,15617,1542
0x20000018,15617,0
0x20000019,17159,1542
0x2000001a,17159,0
0x2000001b,18700,1541
0x2000001c,18700,0
0x2000001d,18700,0
0x2000001e,20242,1542
0x2000001f,20242,0
0x20000020,21785,1543
0x20000022,20247,-1538
0x20000023,21789,1542
0x20000025,20251,-1538
0x20000026,20250,-1
0x20000028,20254,4
0x20000029,20254,0
0x2000002a,21796,1542
0x2000002c,20258,-1538
0x2000002d,21800,1542
0x2000002f,20262,-1538
0x20000030,20263,1
0x20000032,20267,4
0x20000033,20267,0
0x20000034,21808,1541
0x20000036,20270,-1538
0x20000037,21812,1542
0x20000039,20274,-1538
0x2000003a,20274,0
0x2000003c,20278,4
0x2000003d,20278,0
0x2000003e,21821,1543
0x20000040,20283,-1538
0x20000041,21825,1542
0x20000043,20286,-1539
0x20000044,20286,0
0x20000046,20290,4
0x20000047,20290,0
0x20000048,21832,1542
0x2000004a,20294,-1538
0x2000004b,21836,1542
0x2000004d,20298,-1538
0x2000004e,20298,0
0x20000050,20303,5
0x20000051,20303,0
0x20000052,21844,1541
0x20000054,20306,-1538
0x20000055,21848,1542
0x20000057,20310,-1538
0x20000058,20310,0
0x2000005a,20314,4
0x2000005b,20314,0
0x2000005c,21856,1542
0x2000005e,20319,-1537
0x2000005f,21861,1542
0x20000061,20322,-1539
0x20000062,20322,0
0x20000064,20326,4
0x20000065,20326,0
0x20000066,21868,1542
0x20000068,20330,-1538
0x20000069,21872,1542
0x2000006b,20334,-1538
0x2000006c,20334,0
0x2000006e,20339,5
0x2000006f,20338,-1
0x20000070,21880,1542
0x20000072,20342,-1538
0x20000073,21884,1542
0x20000075,20346,-1538
0x20000076,20346,0
0x20000078,20350,4
0x20000079,20350,0
0x2000007a,21892,1542
0x2000007c,20354,-1538
0x2000007d,21896,1542
0x2000007f,20358,-1538
0x20000080,20358,0
0x20000082,20362,4
