timestamp_id,timestamp_val,timestamp_diff
0x20000000,1862502547,1862502547
0x20000001,1862504084,1537
0x00000000,1862505622,1538
0x00000002,1862507164,1542
0x00000004,1862508706,1542
0x20000002,1862510248,1542
0x00000006,1862511786,1538
0x00000008,1862513328,1542
0x20000003,1862514870,1542
0x0000000a,1862516408,1538
0x0000000c,1862517950,1542
0x20000004,1862519492,1542
0x0000000e,1862521030,1538
0x00000010,1862522572,1542
0x00000012,1862524115,1543
0x20000005,1862525656,1541
0x00000014,1862527194,1538
0x00000016,1862528736,1542
0x20000006,1862530278,1542
0x00000018,1862531816,1538
0x0000001a,1862533358,1542
0x20000007,1862534900,1542
0x0000001c,1862536438,1538
0x0000001e,1862537980,1542
0x00000020,1862539522,1542
0x20000008,1862541064,1542
0x00000022,1862542602,1538
0x00000024,1862544144,1542
0x20000009,1862545686,1542
0x00000026,1862547225,1539
0x00000028,1862548766,1541
0x2000000a,1862550308,1542
0x0000002a,1862551846,1538
0x0000002c,1862553388,1542
0x0000002e,1862554930,1542
0x2000000b,1862556472,1542
0x00000030,1862558010,1538
0x00000032,1862559552,1542
0x2000000c,1862561094,1542
0x00000034,1862562632,1538
0x00000036,1862564174,1542
0x2000000d,1862565716,1542
0x00000038,1862567254,1538
0x0000003a,1862568796,1542
0x0000003c,1862570338,1542
0x2000000e,1862571880,1542
0x0000003e,1862573418,1538
0x00000040,1862574960,1542
0x20000010,1862576502,1542
0x00000042,1862578040,1538
0x00000044,1862579582,1542
0x20000013,1862581124,1542
0x00000046,1862582662,1538
0x00000048,1862584204,1542
0x0000004a,1862585746,1542
0x20000016,1862587288,1542
0x0000004c,1862588826,1538
0x0000004e,1862590368,1542
0x2000001a,1862591909,1541
0x00000050,1862593447,1538
0x00000052,1862594990,1543
0x2000001d,1862596532,1542
0x00000054,1862598070,1538
0x00000056,1862599612,1542
0x00000058,1862601154,1542
0x20000020,1862602696,1542
0x0000005a,1862604234,1538
0x0000005c,1862605776,1542
0x20000024,1862607318,1542
0x0000005e,1862608856,1538
0x00000060,1862610398,1542
0x20000027,1862611940,1542
0x00000062,1862613478,1538
0x00000064,1862615019,1541
0x00000066,1862616561,1542
0x2000002a,1862618104,1543
0x00000068,1862619642,1538
0x0000006a,1862621184,1542
0x2000002e,1862622726,1542
0x0000006c,1862624264,1538
0x0000006e,1862625806,1542
0x20000031,1862627348,1542
0x00000070,1862628886,1538
0x00000072,1862630428,1542
0x00000074,1862631970,1542
0x20000034,1862633512,1542
0x00000076,1862635050,1538
0x00000078,1862636591,1541
0x20000038,1862638133,1542
0x0000007a,1862639671,1538
0x0000007c,1862641214,1543
0x2000003b,1862642756,1542
0x0000007e,1862644294,1538
0x00000080,1862645836,1542
0x00000082,1862647378,1542
0x2000003e,1862648920,1542
0x00000084,1862650458,1538
0x00000086,1862652000,1542
0x20000042,1862653542,1542
0x00000088,1862655080,1538
0x0000008a,1862656622,1542
0x20000045,1862658164,1542
0x0000008c,1862659701,1537
0x0000008e,1862661243,1542
0x00000090,1862662785,1542
0x20000048,1862664327,1542
0x00000092,1862665866,1539
0x00000094,1862667408,1542
0x2000004c,1862668950,1542
0x00000096,1862670488,1538
0x00000098,1862672030,1542
0x2000004f,1862673572,1542
0x0000009a,1862675110,1538
0x0000009c,1862676652,1542
0x0000009e,1862678194,1542
0x20000052,1862679736,1542
0x000000a0,1862681274,1538
0x000000a2,1862682815,1541
0x20000056,1862684357,1542
0x000000a4,1862685895,1538
0x000000a6,1862687437,1542
0x20000059,1862688980,1543
0x000000a8,1862690518,1538
0x000000aa,1862692060,1542
0x000000ac,1862693602,1542
0x2000005c,1862695144,1542
0x000000ae,1862696682,1538
0x000000b0,1862698224,1542
0x20000060,1862699766,1542
0x000000b2,1862701304,1538
0x000000b4,1862702845,1541
0x20000063,1862704387,1542
0x000000b6,1862705925,1538
0x000000b8,1862707467,1542
0x000000ba,1862709009,1542
0x20000066,1862710551,1542
0x000000bc,1862712090,1539
0x000000be,1862713632,1542
0x2000006a,1862715174,1542
0x000000c0,1862716712,1538
0x000000c2,1862718254,1542
0x2000006d,1862719796,1542
0x000000c4,1862721334,1538
0x000000c6,1862722876,1542
0x000000c8,1862724418,1542
0x20000070,1862725959,1541
0x000000ca,1862727497,1538
0x000000cc,1862729039,1542
0x20000074,1862730581,1542
0x000000ce,1862732119,1538
0x000000d0,1862733661,1542
0x20000077,1862735204,1543
0x000000d2,1862736742,1538
0x000000d4,1862738284,1542
0x000000d6,1862739826,1542
0x2000007a,1862741368,1542
0x000000d8,1862742906,1538
0x000000da,1862744448,1542
0x2000007e,1862745990,1542
0x000000dc,1862747528,1538
0x000000de,1862749069,1541
0x20000081,1862750611,1542
0x000000e0,1862752149,1538
0x000000e2,1862753691,1542
0x000000e4,1862755233,1542
0x20000084,1862756775,1542
0x000000e6,1862758313,1538
0x000000e8,1862759856,1543
0x20000088,1862761398,1542
0x000000ea,1862762936,1538
0x000000ec,1862764478,1542
0x2000008b,1862766020,1542
0x000000ee,1862767558,1538
0x000000f0,1862769100,1542
0x000000f2,1862770641,1541
0x2000008e,1862772183,1542
0x000000f4,1862773721,1538
0x000000f6,1862775263,1542
0x20000092,1862776805,1542
0x000000f8,1862778343,1538
0x000000fa,1862779885,1542
0x20000095,1862781427,1542
0x000000fc,1862782966,1539
0x000000fe,1862784508,1542
0x00000100,1862786050,1542
0x20000098,1862787592,1542
0x00000102,1862789130,1538
0x00000104,1862790672,1542
0x2000009c,1862792213,1541
0x00000106,1862793751,1538
0x00000108,1862795293,1542
0x2000009f,1862796835,1542
0x0000010a,1862798373,1538
0x0000010c,1862799915,1542
0x0000010e,1862801457,1542
0x200000a2,1862802999,1542
0x00000110,1862804537,1538
0x00000112,1862806079,1542
0x200000a6,1862807622,1543
0x00000114,1862809160,1538
0x00000116,1862810702,1542
0x200000a9,1862812244,1542
0x00000118,1862813782,1538
0x0000011a,1862815323,1541
0x0000011c,1862816865,1542
0x200000ac,1862818407,1542
0x0000011e,1862819945,1538
0x00000120,1862821487,1542
0x200000b0,1862823029,1542
0x00000122,1862824567,1538
0x00000124,1862826109,1542
0x200000b3,1862827651,1542
0x00000126,1862829189,1538
0x00000128,1862830732,1543
0x0000012a,1862832274,1542
0x200000b6,1862833816,1542
0x0000012c,1862835354,1538
0x0000012e,1862836895,1541
0x200000ba,1862838437,1542
0x00000130,1862839975,1538
0x00000132,1862841517,1542
0x200000bd,1862843059,1542
0x00000134,1862844597,1538
0x00000136,1862846139,1542
0x00000138,1862847681,1542
0x200000c0,1862849223,1542
0x0000013a,1862850761,1538
0x0000013c,1862852303,1542
0x200000c4,1862853846,1543
0x0000013e,1862855384,1538
0x00000140,1862856926,1542
0x200000c7,1862858467,1541
0x00000142,1862860005,1538
0x00000144,1862861547,1542
0x00000146,1862863089,1542
0x200000ca,1862864631,1542
0x00000148,1862866169,1538
0x0000014a,1862867711,1542
0x200000ce,1862869253,1542
0x0000014c,1862870791,1538
0x0000014e,1862872333,1542
0x200000d1,1862873875,1542
0x00000150,1862875413,1538
0x00000152,1862876956,1543
0x00000154,1862878498,1542
0x200000d4,1862880040,1542
0x00000156,1862881577,1537
0x00000158,1862883119,1542
0x200000d8,1862884661,1542
0x0000015a,1862886199,1538
0x0000015c,1862887741,1542
0x200000db,1862889283,1542
0x0000015e,1862890821,1538
0x00000160,1862892363,1542
0x00000162,1862893905,1542
0x200000de,1862895447,1542
0x00000164,1862896985,1538
0x00000166,1862898527,1542
0x200000e2,1862900069,1542
0x00000168,1862901608,1539
0x0000016a,1862903149,1541
0x200000e5,1862904691,1542
0x0000016c,1862906229,1538
0x0000016e,1862907771,1542
0x00000170,1862909313,1542
0x200000e8,1862910855,1542
0x00000172,1862912393,1538
0x00000174,1862913935,1542
0x200000ec,1862915477,1542
0x00000176,1862917015,1538
0x00000178,1862918557,1542
0x200000ef,1862920099,1542
0x0000017a,1862921637,1538
0x0000017c,1862923179,1542
0x0000017e,1862924722,1543
0x200000f2,1862926263,1541
0x00000180,1862927801,1538
0x00000182,1862929343,1542
0x200000f6,1862930885,1542
0x00000184,1862932423,1538
0x00000186,1862933965,1542
0x200000f9,1862935507,1542
0x00000188,1862937045,1538
0x0000018a,1862938587,1542
0x0000018c,1862940129,1542
0x200000fc,1862941671,1542
0x0000018e,1862943209,1538
0x00000190,1862944751,1542
0x20000100,1862946293,1542
0x00000192,1862947831,1538
0x00000194,1862949373,1542
0x20000103,1862950915,1542
0x00000196,1862952453,1538
0x00000198,1862953995,1542
0x0000019a,1862955537,1542
0x20000106,1862957079,1542
0x0000019c,1862958617,1538
0x0000019e,1862960159,1542
0x2000010a,1862961701,1542
0x000001a0,1862963239,1538
0x000001a2,1862964781,1542
0x2000010d,1862966323,1542
0x000001a4,1862967861,1538
0x000001a6,1862969403,1542
0x000001a8,1862970944,1541
0x20000110,1862972487,1543
0x000001aa,1862974025,1538
0x000001ac,1862975567,1542
0x20000114,1862977109,1542
0x000001ae,1862978647,1538
0x000001b0,1862980189,1542
0x20000117,1862981731,1542
0x000001b2,1862983269,1538
0x000001b4,1862984811,1542
0x000001b6,1862986353,1542
0x2000011a,1862987895,1542
0x000001b8,1862989433,1538
0x000001ba,1862990975,1542
0x2000011e,1862992516,1541
0x000001bc,1862994054,1538
0x000001be,1862995597,1543
0x20000121,1862997139,1542
0x000001c0,1862998677,1538
0x000001c2,1863000219,1542
0x20000124,1863001761,1542
0x000001c4,1863003299,1538
0x000001c6,1863004841,1542
0x000001c8,1863006383,1542
0x20000128,1863007925,1542
0x000001ca,1863009463,1538
0x000001cc,1863011005,1542
0x2000012b,1863012547,1542
0x000001ce,1863014085,1538
0x000001d0,1863015626,1541
0x2000012e,1863017168,1542
0x000001d2,1863018707,1539
0x000001d4,1863020249,1542
0x000001d6,1863021791,1542
0x20000132,1863023333,1542
0x000001d8,1863024871,1538
0x000001da,1863026413,1542
0x20000135,1863027955,1542
0x000001dc,1863029493,1538
0x000001de,1863031035,1542
0x20000138,1863032577,1542
0x000001e0,1863034115,1538
0x000001e2,1863035657,1542
0x000001e4,1863037198,1541
0x2000013c,1863038740,1542
0x000001e6,1863040278,1538
0x000001e8,1863041820,1542
0x2000013f,1863043363,1543
0x000001ea,1863044901,1538
0x000001ec,1863046443,1542
0x20000142,1863047985,1542
0x000001ee,1863049523,1538
0x000001f0,1863051065,1542
0x000001f2,1863052607,1542
0x20000145,1863054149,1542
0x000001f4,1863055687,1538
0x000001f6,1863057229,1542
0x20000149,1863058771,1542
0x000001f8,1863060308,1537
0x000001fa,1863061850,1542
0x2000014c,1863063392,1542
0x000001fc,1863064930,1538
0x000001fe,1863066473,1543
0x00000200,1863068015,1542
0x2000014f,1863069557,1542
0x00000202,1863071095,1538
0x00000204,1863072637,1542
0x20000153,1863074179,1542
0x00000206,1863075717,1538
0x00000208,1863077259,1542
0x20000156,1863078801,1542
0x0000020a,1863080339,1538
0x0000020c,1863081880,1541
0x0000020e,1863083422,1542
0x20000159,1863084964,1542
0x00000210,1863086502,1538
0x00000212,1863088044,1542
0x2000015d,1863089587,1543
0x00000214,1863091125,1538
0x00000216,1863092667,1542
0x20000160,1863094209,1542
0x00000218,1863095747,1538
0x0000021a,1863097289,1542
0x0000021c,1863098831,1542
0x20000163,1863100373,1542
0x0000021e,1863101911,1538
0x00000220,1863103452,1541
0x20000167,1863104994,1542
0x00000222,1863106532,1538
0x00000224,1863108074,1542
0x2000016a,1863109616,1542
0x00000226,1863111154,1538
0x00000228,1863112696,1542
0x0000022a,1863114239,1543
0x2000016d,1863115781,1542
0x0000022c,1863117319,1538
0x0000022e,1863118861,1542
0x20000171,1863120403,1542
0x00000230,1863121941,1538
0x00000232,1863123483,1542
0x20000174,1863125025,1542
0x00000234,1863126562,1537
0x00000236,1863128104,1542
0x00000238,1863129646,1542
0x20000177,1863131188,1542
0x0000023a,1863132726,1538
0x0000023c,1863134268,1542
0x2000017b,1863135810,1542
0x0000023e,1863137349,1539
0x00000240,1863138891,1542
0x2000017e,1863140433,1542
0x00000242,1863141971,1538
0x00000244,1863143513,1542
0x00000246,1863145055,1542
0x20000181,1863146597,1542
0x00000248,1863148134,1537
0x0000024a,1863149676,1542
0x20000185,1863151218,1542
0x0000024c,1863152756,1538
0x0000024e,1863154298,1542
0x20000188,1863155840,1542
0x00000250,1863157378,1538
0x00000252,1863158920,1542
0x00000254,1863160463,1543
0x2000018b,1863162005,1542
0x00000256,1863163543,1538
0x00000258,1863165085,1542
0x2000018f,1863166627,1542
0x0000025a,1863168165,1538
0x0000025c,1863169707,1542
0x20000192,1863171248,1541
0x0000025e,1863172786,1538
0x00000260,1863174328,1542
0x00000262,1863175870,1542
0x20000195,1863177412,1542
0x00000264,1863178950,1538
0x00000266,1863180492,1542
0x20000199,1863182034,1542
0x00000268,1863183572,1538
0x0000026a,1863185115,1543
0x2000019c,1863186657,1542
0x0000026c,1863188195,1538
